code,entry_date,exit_date,selection_periods,entry_rank,exit_rank
603912,2025-11-20,2025-12-03,2025-11-20,15,15
603916,2025-10-23,2025-11-05,2025-10-23,49,49
603919,2026-05-11,2026-05-22,2026-05-11,12,12
603927,2025-05-13,2025-05-26,2025-05-13,44,44
603929,2025-06-11,2025-06-24,2025-06-11,4,4
603956,2025-05-27,2025-06-10,2025-05-27,9,9
603968,2024-08-08,2024-08-21,2024-08-08,17,17
603968,2026-05-25,2026-06-05,2026-05-25,23,23
603970,2024-08-22,2024-09-20,"2024-08-22,2024-09-05",4,23
603979,2024-12-23,2025-01-06,2024-12-23,28,28
603980,2026-05-25,2026-06-05,2026-05-25,15,15
603986,2024-09-23,2024-10-11,2024-09-23,31,31
603989,2025-04-24,2025-05-12,2025-04-24,9,9
603990,2024-08-08,2024-08-21,2024-08-08,23,23
603995,2025-09-03,2025-09-16,2025-09-03,24,24
603997,2024-12-09,2024-12-20,2024-12-09,41,41
605008,2026-03-10,2026-04-07,"2026-03-10,2026-03-24",48,28
605009,2025-10-09,2025-10-22,2025-10-09,30,30
605009,2025-11-06,2025-11-19,2025-11-06,40,40
605011,2024-09-05,2024-09-20,2024-09-05,6,6
605011,2025-06-25,2025-07-08,2025-06-25,42,42
605018,2025-11-06,2025-11-19,2025-11-06,34,34
605020,2024-07-25,2024-08-21,"2024-07-25,2024-08-08",43,10
605033,2026-05-25,2026-06-05,2026-05-25,11,11
605050,2024-07-25,2024-08-07,2024-07-25,24,24
605050,2025-12-04,2026-01-16,"2025-12-04,2025-12-18,2026-01-05",35,36
605050,2026-06-23,2026-07-06,2026-06-23,1,1
605056,2026-07-21,2026-08-03,2026-07-21,27,27
605068,2024-10-14,2024-10-25,2024-10-14,17,17
605077,2026-07-21,2026-08-31,"2026-07-21,2026-08-04,2026-08-18",30,2
605080,2025-08-06,2025-08-19,2025-08-06,48,48
605086,2025-05-27,2025-06-10,2025-05-27,18,18
605088,2024-07-25,2024-08-07,2024-07-25,48,48
605088,2026-09-01,2026-09-14,2026-09-01,34,34
605090,2024-10-14,2024-10-25,2024-10-14,3,3
605098,2025-06-25,2025-07-08,2025-06-25,30,30
605098,2025-07-23,2025-08-05,2025-07-23,25,25
605099,2024-12-09,2024-12-20,2024-12-09,32,32
605099,2026-08-04,2026-08-17,2026-08-04,42,42
605108,2025-08-06,2025-08-19,2025-08-06,43,43
605108,2026-03-10,2026-04-07,"2026-03-10,2026-03-24",23,25
605116,2024-10-14,2024-11-22,"2024-10-14,2024-10-28,2024-11-11",39,46
605122,2025-10-23,2025-11-05,2025-10-23,21,21
605138,2026-02-02,2026-02-13,2026-02-02,10,10
605155,2025-06-11,2025-06-24,2025-06-11,26,26
605162,2024-08-22,2024-09-04,2024-08-22,10,10
605162,2025-10-09,2025-10-22,2025-10-09,14,14
605162,2026-07-21,2026-08-03,2026-07-21,49,49
605168,2025-04-10,2025-05-12,"2025-04-10,2025-04-24",25,25
605177,2024-11-11,2024-11-22,2024-11-11,48,48
605179,2025-07-23,2025-08-19,"2025-07-23,2025-08-06",4,35
605179,2026-03-10,2026-04-21,"2026-03-10,2026-03-24,2026-04-08",11,38
605188,2024-10-14,2024-11-22,"2024-10-14,2024-10-28,2024-11-11",47,33
605196,2024-08-22,2024-09-04,2024-08-22,9,9
605198,2024-07-25,2024-08-07,2024-07-25,5,5
605222,2026-08-04,2026-08-17,2026-08-04,36,36
605228,2025-12-18,2025-12-31,2025-12-18,17,17
605258,2024-09-05,2024-09-20,2024-09-05,47,47
605258,2024-10-14,2024-10-25,2024-10-14,26,26
605268,2026-06-08,2026-06-22,2026-06-08,11,11
605277,2024-10-14,2024-10-25,2024-10-14,32,32
605289,2025-04-10,2025-04-23,2025-04-10,26,26
605296,2024-12-09,2024-12-20,2024-12-09,35,35
605298,2025-12-18,2025-12-31,2025-12-18,46,46
605299,2024-10-28,2024-11-08,2024-10-28,7,7
605300,2025-08-20,2025-09-02,2025-08-20,6,6
605333,2026-04-08,2026-04-21,2026-04-08,31,31
605337,2026-05-11,2026-05-22,2026-05-11,3,3
605339,2026-03-24,2026-04-07,2026-03-24,2,2
605358,2025-07-23,2025-08-05,2025-07-23,35,35
605365,2026-07-21,2026-08-17,"2026-07-21,2026-08-04",2,4
605368,2025-07-23,2025-08-05,2025-07-23,30,30
605377,2025-07-23,2025-08-05,2025-07-23,43,43
605388,2026-03-10,2026-04-07,"2026-03-10,2026-03-24",31,5
605388,2026-07-21,2026-08-03,2026-07-21,33,33
605500,2025-10-23,2025-11-05,2025-10-23,1,1
605500,2026-08-18,2026-08-31,2026-08-18,1,1
605580,2026-09-01,2026-09-14,2026-09-01,43,43
605599,2026-06-08,2026-06-22,2026-06-08,48,48
688007,2025-06-11,2025-06-24,2025-06-11,18,18
688016,2025-05-13,2025-05-26,2025-05-13,12,12
688027,2026-09-15,2026-09-18,2026-09-15,26,26
688032,2026-07-21,2026-08-03,2026-07-21,41,41
688047,2026-08-18,2026-08-31,2026-08-18,26,26
688050,2025-12-04,2025-12-17,2025-12-04,32,32
688051,2026-08-04,2026-08-17,2026-08-04,28,28
688055,2026-09-15,2026-09-18,2026-09-15,15,15
688063,2026-08-04,2026-08-31,"2026-08-04,2026-08-18",22,34
688065,2024-08-08,2024-08-21,2024-08-08,27,27
688078,2025-05-13,2025-05-26,2025-05-13,2,2
688083,2026-01-05,2026-01-16,2026-01-05,2,2
688085,2025-12-04,2025-12-17,2025-12-04,1,1
688101,2026-02-24,2026-03-09,2026-02-24,10,10
688107,2024-09-05,2024-09-20,2024-09-05,35,35
688108,2025-12-04,2025-12-31,"2025-12-04,2025-12-18",15,30
688119,2026-04-22,2026-05-08,2026-04-22,34,34
688126,2026-04-08,2026-04-21,2026-04-08,42,42
688152,2026-01-05,2026-01-16,2026-01-05,42,42
688161,2025-12-18,2025-12-31,2025-12-18,39,39
688165,2025-12-04,2025-12-17,2025-12-04,19,19
688172,2024-09-05,2024-09-20,2024-09-05,22,22
688172,2025-05-27,2025-06-10,2025-05-27,37,37
688176,2026-06-08,2026-06-22,2026-06-08,9,9
688177,2025-01-07,2025-01-20,2025-01-07,43,43
688180,2025-12-04,2025-12-17,2025-12-04,23,23
688187,2026-09-15,2026-09-18,2026-09-15,30,30
688190,2026-09-15,2026-09-18,2026-09-15,13,13
688196,2026-06-23,2026-07-06,2026-06-23,35,35
688197,2025-01-21,2025-02-11,2025-01-21,25,25
688198,2025-01-07,2025-01-20,2025-01-07,16,16
688198,2026-02-24,2026-03-09,2026-02-24,6,6
688223,2025-01-07,2025-01-20,2025-01-07,15,15
688232,2026-04-22,2026-05-08,2026-04-22,24,24
688236,2025-01-21,2025-02-11,2025-01-21,40,40
688249,2025-05-27,2025-06-10,2025-05-27,32,32
688252,2026-01-05,2026-01-16,2026-01-05,32,32
688265,2025-12-04,2025-12-17,2025-12-04,20,20
688292,2025-06-11,2025-06-24,2025-06-11,21,21
688298,2025-10-23,2025-11-05,2025-10-23,15,15
688299,2025-12-04,2025-12-31,"2025-12-04,2025-12-18",39,43
688305,2025-07-23,2025-08-05,2025-07-23,47,47
688306,2026-04-08,2026-04-21,2026-04-08,13,13
688330,2026-07-21,2026-08-03,2026-07-21,13,13
688348,2026-07-21,2026-08-17,"2026-07-21,2026-08-04",16,29
688360,2026-08-18,2026-08-31,2026-08-18,18,18
688373,2026-01-05,2026-01-16,2026-01-05,22,22
688388,2024-08-08,2024-08-21,2024-08-08,49,49
688390,2025-01-07,2025-01-20,2025-01-07,19,19
688392,2024-08-22,2024-09-04,2024-08-22,30,30
688393,2025-10-23,2025-11-05,2025-10-23,17,17
688398,2024-07-25,2024-08-07,2024-07-25,42,42
688398,2026-08-18,2026-08-31,2026-08-18,48,48
688399,2025-01-07,2025-02-25,"2025-01-07,2025-01-21,2025-02-12",3,20
688411,2026-09-15,2026-09-18,2026-09-15,17,17
688425,2025-11-20,2025-12-03,2025-11-20,9,9
688429,2026-06-23,2026-07-06,2026-06-23,46,46
688443,2025-12-04,2025-12-17,2025-12-04,3,3
688449,2025-05-27,2025-06-10,2025-05-27,4,4
688459,2025-01-07,2025-01-20,2025-01-07,17,17
688472,2025-04-24,2025-05-12,2025-04-24,32,32
688475,2024-09-05,2024-10-11,"2024-09-05,2024-09-23",43,12
688484,2024-09-23,2024-10-11,2024-09-23,27,27
688505,2025-01-21,2025-02-11,2025-01-21,33,33
688505,2025-10-23,2025-11-05,2025-10-23,14,14
688505,2025-12-04,2025-12-17,2025-12-04,36,36
688516,2025-05-27,2025-06-10,2025-05-27,25,25
688518,2026-08-18,2026-08-31,2026-08-18,32,32
688529,2025-11-06,2025-11-19,2025-11-06,19,19
688530,2024-09-05,2024-10-11,"2024-09-05,2024-09-23",3,18
688548,2024-09-05,2024-09-20,2024-09-05,41,41
688549,2024-09-05,2024-10-11,"2024-09-05,2024-09-23",20,45
688551,2024-07-25,2024-08-07,2024-07-25,35,35
688556,2025-01-21,2025-02-11,2025-01-21,18,18
688560,2025-01-21,2025-02-11,2025-01-21,1,1
688566,2025-12-04,2026-01-16,"2025-12-04,2025-12-18,2026-01-05",4,16
688569,2025-01-07,2025-01-20,2025-01-07,20,20
688569,2025-07-09,2025-07-22,2025-07-09,35,35
688570,2025-11-06,2025-11-19,2025-11-06,36,36
688575,2024-12-09,2025-01-20,"2024-12-09,2024-12-23,2025-01-07",36,32
688581,2025-12-18,2026-01-16,"2025-12-18,2026-01-05",32,40
688584,2024-09-05,2024-10-11,"2024-09-05,2024-09-23",2,4
688588,2026-01-05,2026-01-16,2026-01-05,31,31
688602,2024-09-05,2024-09-20,2024-09-05,31,31
688602,2025-02-26,2025-03-11,2025-02-26,29,29
688605,2025-05-27,2025-06-10,2025-05-27,42,42
688606,2024-07-25,2024-08-07,2024-07-25,29,29
688620,2025-05-13,2025-05-26,2025-05-13,40,40
688665,2025-12-18,2025-12-31,2025-12-18,10,10
688680,2026-08-18,2026-08-31,2026-08-18,37,37
688693,2024-09-23,2024-10-11,2024-09-23,24,24
688707,2026-08-04,2026-09-14,"2026-08-04,2026-08-18,2026-09-01",24,19
688709,2024-09-05,2024-10-11,"2024-09-05,2024-09-23",16,35
688709,2025-12-04,2025-12-17,2025-12-04,44,44
688709,2026-09-15,2026-09-18,2026-09-15,50,50
688737,2024-08-22,2024-09-04,2024-08-22,46,46
688737,2026-08-18,2026-09-14,"2026-08-18,2026-09-01",15,49
688755,2025-11-20,2025-12-03,2025-11-20,34,34
688777,2025-05-13,2025-06-10,"2025-05-13,2025-05-27",45,47
688793,2025-09-17,2025-09-30,2025-09-17,25,25
688819,2025-01-07,2025-01-20,2025-01-07,48,48
688819,2026-07-21,2026-08-03,2026-07-21,22,22
688981,2025-05-27,2025-06-10,2025-05-27,35,35
920000,2025-08-06,2025-08-19,2025-08-06,32,32
920005,2025-12-04,2025-12-17,2025-12-04,5,5
920007,2026-05-11,2026-05-22,2026-05-11,16,16
920016,2025-09-17,2025-09-30,2025-09-17,32,32
920018,2026-07-21,2026-08-03,2026-07-21,36,36
920019,2026-05-11,2026-05-22,2026-05-11,45,45
920028,2026-08-18,2026-09-14,"2026-08-18,2026-09-01",41,47
920029,2025-08-06,2025-08-19,2025-08-06,10,10
920061,2026-01-05,2026-01-16,2026-01-05,26,26
920062,2026-09-01,2026-09-14,2026-09-01,13,13
920068,2025-11-20,2025-12-03,2025-11-20,31,31
920075,2026-04-22,2026-05-08,2026-04-22,49,49
920082,2025-12-04,2025-12-17,2025-12-04,47,47
920086,2026-09-01,2026-09-14,2026-09-01,36,36
920087,2026-05-11,2026-05-22,2026-05-11,47,47
920098,2025-09-17,2025-09-30,2025-09-17,22,22
920098,2025-12-04,2025-12-17,2025-12-04,50,50
920101,2025-12-04,2025-12-17,2025-12-04,14,14
920101,2026-01-19,2026-01-30,2026-01-19,12,12
920106,2026-07-21,2026-08-03,2026-07-21,35,35
920108,2025-12-04,2025-12-17,2025-12-04,30,30
920119,2026-08-04,2026-08-17,2026-08-04,44,44
920124,2026-03-24,2026-04-07,2026-03-24,39,39
920128,2026-09-01,2026-09-14,2026-09-01,3,3
920139,2025-12-04,2025-12-17,2025-12-04,33,33
920152,2026-09-01,2026-09-14,2026-09-01,16,16
920158,2026-09-01,2026-09-14,2026-09-01,33,33
920159,2026-07-21,2026-08-03,2026-07-21,28,28
920175,2026-09-01,2026-09-18,"2026-09-01,2026-09-15",15,8
920191,2026-07-21,2026-08-17,"2026-07-21,2026-08-04",17,3
920221,2026-03-24,2026-04-07,2026-03-24,23,23
920245,2025-11-20,2025-12-17,"2025-11-20,2025-12-04",23,9
920262,2026-03-24,2026-04-07,2026-03-24,33,33
920270,2025-12-04,2025-12-17,2025-12-04,29,29
920278,2026-03-24,2026-04-07,2026-03-24,34,34
920300,2025-09-03,2025-09-16,2025-09-03,36,36
920339,2025-08-06,2025-08-19,2025-08-06,31,31
920339,2026-02-02,2026-02-13,2026-02-02,23,23
920371,2026-05-11,2026-05-22,2026-05-11,17,17
920378,2025-08-06,2025-08-19,2025-08-06,47,47
920378,2025-12-04,2025-12-17,2025-12-04,34,34
920392,2026-02-24,2026-03-09,2026-02-24,39,39
920392,2026-03-24,2026-04-21,"2026-03-24,2026-04-08",44,4
920392,2026-05-25,2026-06-05,2026-05-25,47,47
920402,2026-09-15,2026-09-18,2026-09-15,36,36
920403,2025-12-04,2025-12-17,2025-12-04,16,16
920407,2026-03-24,2026-04-07,2026-03-24,37,37
920422,2026-03-24,2026-04-07,2026-03-24,8,8
920427,2026-09-01,2026-09-14,2026-09-01,20,20
920436,2026-02-24,2026-03-09,2026-02-24,8,8
920436,2026-03-24,2026-04-07,2026-03-24,18,18
920505,2026-08-04,2026-08-17,2026-08-04,46,46
920510,2026-04-08,2026-04-21,2026-04-08,18,18
920523,2026-02-24,2026-03-09,2026-02-24,40,40
920533,2026-04-08,2026-04-21,2026-04-08,48,48
920541,2025-12-04,2025-12-17,2025-12-04,25,25
920547,2025-12-04,2025-12-17,2025-12-04,6,6
920592,2025-09-17,2025-09-30,2025-09-17,30,30
920627,2026-01-05,2026-01-16,2026-01-05,46,46
920642,2026-04-08,2026-04-21,2026-04-08,20,20
920665,2026-03-24,2026-04-07,2026-03-24,41,41
920701,2025-08-06,2025-08-19,2025-08-06,16,16
920701,2026-03-10,2026-03-23,2026-03-10,16,16
920706,2026-08-04,2026-08-17,2026-08-04,43,43
920718,2025-12-18,2025-12-31,2025-12-18,5,5
920718,2026-02-02,2026-02-13,2026-02-02,24,24
920719,2026-09-01,2026-09-14,2026-09-01,23,23
920726,2025-07-23,2025-08-19,"2025-07-23,2025-08-06",48,8
920753,2025-01-07,2025-01-20,2025-01-07,24,24
920765,2025-08-06,2025-08-19,2025-08-06,30,30
920779,2025-08-20,2025-09-02,2025-08-20,44,44
920819,2026-05-25,2026-06-05,2026-05-25,35,35
920826,2026-03-24,2026-05-08,"2026-03-24,2026-04-08,2026-04-22",10,41
920833,2025-12-04,2025-12-17,2025-12-04,40,40
920834,2026-03-24,2026-04-07,2026-03-24,26,26
920837,2026-02-02,2026-02-13,2026-02-02,48,48
920839,2026-09-01,2026-09-14,2026-09-01,40,40
920866,2025-09-03,2025-09-16,2025-09-03,41,41
920870,2025-12-04,2025-12-17,2025-12-04,13,13
920906,2026-03-24,2026-04-07,2026-03-24,49,49
920925,2026-02-24,2026-03-09,2026-02-24,34,34
920926,2025-08-06,2025-08-19,2025-08-06,20,20
920932,2025-12-04,2025-12-17,2025-12-04,46,46
920964,2025-09-17,2025-09-30,2025-09-17,48,48
920976,2026-07-07,2026-07-20,2026-07-07,41,41
920985,2026-05-25,2026-06-05,2026-05-25,29,29
